Municipality   ,Population     ,Males     ,Females   ,0-4       ,5-9       ,10-14     ,15-19     ,20-24     ,25-29     ,30-34     ,35-39     ,40-44     ,45-49     ,50-54     ,55-59     ,60-64     ,65-69     ,70-74     ,75-79     ,80+       
76497          ,15062          ,7624      ,7438      ,1475      ,1352      ,1303      ,1311      ,1405      ,1197      ,921       ,810       ,799       ,865       ,846       ,711       ,639       ,498       ,367       ,283       ,280       
76520          ,306706         ,148106    ,158600    ,20964     ,21104     ,21528     ,23813     ,26162     ,25444     ,23654     ,21840     ,20351     ,21000     ,20640     ,17056     ,13317     ,10445     ,7828      ,5733      ,5827      
76563          ,55842          ,27725     ,28117     ,5405      ,5110      ,4917      ,4947      ,4958      ,4478      ,4102      ,3744      ,3492      ,3247      ,2832      ,2394      ,1998      ,1514      ,1075      ,791       ,838       
76606          ,16276          ,8072      ,8204      ,1380      ,1321      ,1264      ,1348      ,1376      ,1220      ,1021      ,1028      ,1056      ,1038      ,1024      ,846       ,721       ,541       ,409       ,339       ,344       
76616          ,14496          ,7421      ,7075      ,1211      ,1147      ,1091      ,1037      ,1240      ,1131      ,866       ,829       ,934       ,982       ,945       ,850       ,736       ,537       ,368       ,297       ,295       
76622          ,32601          ,15661     ,16940     ,2594      ,2489      ,2410      ,2567      ,2720      ,2473      ,2136      ,2139      ,2159      ,2189      ,2148      ,1856      ,1486      ,1116      ,820       ,640       ,659       
76670          ,18380          ,9490      ,8890      ,1381      ,1345      ,1327      ,1552      ,1566      ,1488      ,1312      ,1377      ,1295      ,1254      ,1170      ,1008      ,778       ,569       ,385       ,286       ,287       
76736          ,44875          ,22383     ,22492     ,3614      ,3586      ,3578      ,3558      ,3829      ,3360      ,2618      ,2602      ,2530      ,2785      ,2803      ,2551      ,2316      ,1796      ,1288      ,1045      ,1016      
76823          ,16458          ,8442      ,8016      ,1494      ,1449      ,1434      ,1417      ,1523      ,1372      ,1064      ,973       ,946       ,942       ,892       ,781       ,698       ,512       ,373       ,291       ,297       
76828          ,18037          ,9454      ,8583      ,1658      ,1584      ,1542      ,1382      ,1399      ,1268      ,1052      ,982       ,1009      ,1151      ,1124      ,1020      ,896       ,650       ,514       ,410       ,396       
76834          ,214095         ,102870    ,111225    ,16260     ,16080     ,16093     ,17009     ,18529     ,18041     ,16520     ,15037     ,13550     ,14225     ,13909     ,11374     ,8765      ,6624      ,4746      ,3650      ,3683      
76845          ,5416           ,2787      ,2629      ,458       ,429       ,407       ,463       ,453       ,429       ,356       ,335       ,360       ,355       ,330       ,286       ,247       ,185       ,125       ,104       ,94        
76863          ,7119           ,3770      ,3349      ,576       ,570       ,546       ,544       ,631       ,523       ,421       ,407       ,452       ,505       ,458       ,426       ,335       ,256       ,181       ,150       ,138       
76869          ,11142          ,5773      ,5369      ,867       ,831       ,809       ,735       ,875       ,864       ,820       ,802       ,786       ,727       ,728       ,618       ,488       ,398       ,307       ,234       ,253       
76890          ,16338          ,8240      ,8098      ,1241      ,1186      ,1176      ,1318      ,1495      ,1388      ,1107      ,1069      ,1082      ,1154      ,1059      ,821       ,690       ,535       ,415       ,305       ,297       
76892          ,119932         ,60174     ,59758     ,9442      ,9274      ,9234      ,9985      ,10504     ,10206     ,9517      ,8865      ,8038      ,7905      ,7429      ,5872      ,4496      ,3345      ,2325      ,1751      ,1744      
76895          ,45683          ,22145     ,23538     ,3667      ,3563      ,3535      ,3633      ,3892      ,3608      ,3398      ,3287      ,3068      ,3089      ,2792      ,2242      ,1808      ,1440      ,1080      ,791       ,790       
8001           ,1223616        ,593773    ,629843    ,96092     ,98393     ,100825    ,101950    ,101492    ,101295    ,101258    ,89885     ,75449     ,73875     ,74054     ,62603     ,48643     ,35872     ,24314     ,18133     ,19483     
8078           ,58426          ,29549     ,28877     ,5202      ,5072      ,5041      ,4923      ,4941      ,4711      ,4490      ,4019      ,3463      ,3535      ,3489      ,2722      ,2121      ,1639      ,1140      ,924       ,994       
81001          ,89712          ,44593     ,45119     ,11070     ,11060     ,11377     ,8485      ,7368      ,6512      ,6056      ,4956      ,4632      ,4281      ,3865      ,3301      ,2406      ,1568      ,1157      ,849       ,769       
81065          ,41743          ,20923     ,20820     ,5253      ,5048      ,4922      ,4498      ,3649      ,2990      ,2499      ,2153      ,2083      ,1988      ,1791      ,1489      ,1055      ,837       ,624       ,472       ,392       
81220          ,3293           ,1631      ,1662      ,430       ,403       ,388       ,357       ,294       ,242       ,198       ,170       ,162       ,152       ,137       ,113       ,77        ,61        ,46        ,35        ,28        
81300          ,25745          ,12815     ,12930     ,3317      ,3140      ,3046      ,2757      ,2229      ,1840      ,1561      ,1342      ,1302      ,1233      ,1107      ,909       ,623       ,483       ,360       ,269       ,227       
8137           ,15755          ,7907      ,7848      ,1743      ,1807      ,1855      ,1705      ,1612      ,1289      ,919       ,718       ,662       ,682       ,635       ,512       ,396       ,350       ,243       ,291       ,336       
8141           ,12506          ,6586      ,5920      ,1289      ,1295      ,1294      ,1295      ,1166      ,1027      ,790       ,643       ,655       ,678       ,609       ,492       ,369       ,312       ,229       ,172       ,191       
81591          ,3837           ,1987      ,1850      ,482       ,451       ,425       ,484       ,428       ,281       ,211       ,177       ,178       ,165       ,153       ,126       ,85        ,68        ,52        ,39        ,32        
81736          ,47594          ,24062     ,23532     ,6142      ,5725      ,5389      ,5644      ,5035      ,3322      ,2706      ,2234      ,2246      ,2100      ,1929      ,1609      ,1110      ,863       ,652       ,488       ,400       
81794          ,53266          ,27230     ,26036     ,6609      ,6233      ,5947      ,5656      ,5080      ,3957      ,3201      ,2734      ,2693      ,2608      ,2388      ,1971      ,1337      ,1022      ,748       ,611       ,471       
8296           ,43896          ,22471     ,21425     ,4394      ,4308      ,4372      ,4169      ,4007      ,3495      ,3159      ,2939      ,2587      ,2551      ,2257      ,1736      ,1277      ,979       ,671       ,487       ,508       
8372           ,17031          ,8853      ,8178      ,1554      ,1500      ,1482      ,1553      ,1475      ,1437      ,1276      ,1191      ,1077      ,1021      ,912       ,753       ,564       ,416       ,309       ,242       ,269       
8421           ,27232          ,14003     ,13229     ,2906      ,2704      ,2616      ,2366      ,2432      ,2229      ,1903      ,1716      ,1595      ,1519      ,1386      ,1042      ,819       ,652       ,507       ,413       ,427       
8433           ,123265         ,62751     ,60514     ,12041     ,11594     ,11505     ,11193     ,10936     ,10883     ,10186     ,8854      ,7411      ,6514      ,5973      ,4976      ,3991      ,2848      ,1835      ,1279      ,1246      
8436           ,15913          ,8102      ,7811      ,1382      ,1276      ,1229      ,1208      ,1258      ,1247      ,1283      ,1220      ,1107      ,1166      ,1139      ,785       ,530       ,379       ,262       ,216       ,226       
85001          ,142979         ,71578     ,71401     ,13223     ,13673     ,14312     ,13852     ,13239     ,12809     ,11448     ,10814     ,9794      ,8600      ,6893      ,4938      ,3566      ,2415      ,1618      ,968       ,817       
85010          ,39664          ,19403     ,20261     ,3912      ,3893      ,3972      ,4140      ,4034      ,3515      ,2702      ,2505      ,2492      ,2397      ,1968      ,1422      ,959       ,707       ,505       ,305       ,236       
85015          ,2511           ,1232      ,1279      ,246       ,246       ,251       ,261       ,262       ,222       ,168       ,160       ,155       ,149       ,125       ,91        ,61        ,47        ,33        ,19        ,15        
85125          ,12364          ,6545      ,5819      ,1502      ,1452      ,1400      ,1316      ,1242      ,1105      ,739       ,658       ,590       ,526       ,445       ,391       ,337       ,257       ,176       ,131       ,97        
85136          ,1434           ,725       ,709       ,151       ,154       ,151       ,139       ,136       ,122       ,89        ,80        ,82        ,76        ,68        ,57        ,42        ,34        ,25        ,15        ,13        
85139          ,11130          ,5849      ,5281      ,1100      ,1086      ,1078      ,1074      ,1060      ,970       ,730       ,700       ,658       ,604       ,555       ,465       ,376       ,280       ,181       ,115       ,98        
